id,verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link
5669,0,Facebook posts,"Quotes Benjamin Franklin as saying ""We are all born ignorant, but one must work hard to remain stupid.""",6/23/2019,social_media,Samantha Putterman,6/28/2019,https://www.politifact.com/factchecks/2019/jun/28/facebook-posts/no-benjamin-franklin-did-not-say-we-are-all-born-i/
5670,4,Facebook posts,"U.S. imports 1% of its oil from Russia while ""Exxon, Chevron, BP and Shell profits are at their highest level in over 7 years.""",3/7/2022,social_media,Andy Nguyen,3/10/2022,https://www.politifact.com/factchecks/2022/mar/10/facebook-posts/yes-oil-companies-are-reporting-record-breaking-pr/
5671,2,National Republican Senatorial Committee,"Says Patrick Murphy ""never worked as a CPA"" and was ""never a small business owner.""",9/7/2016,advertisement,Amy Sherman,9/8/2016,https://www.politifact.com/factchecks/2016/sep/08/national-republican-senatorial-committee/republican-group-misleads-attack-patrick-murphys-r/
5672,2,Debbie Wasserman Schultz,"""There were 36 states where Republicans who were in charge refused to implement a state (health insurance) exchange.""",7/22/2014,news,Molly O'Connor,7/24/2014,https://www.politifact.com/factchecks/2014/jul/24/debbie-wasserman-schultz/debbie-wasserman-schultz-says-gop-governors-blocke/
5673,4,Pete Buttigieg,"""When it comes to electability, every single time my party has won the presidency in the last 50 years, it’s been with a candidate who was new on the national scene, hadn’t spent a lot of time in Washington, and represented a new generation of leadership.""",10/30/2019,news,Miriam Valverde,11/5/2019,https://www.politifact.com/factchecks/2019/nov/05/pete-buttigieg/fact-checking-pete-buttigieg-success-democratic-pr/
5674,0,Viral image,"Says Elizabeth Warren tweeted, ""Looks like I’m the last woman of color left in this race.""",12/4/2019,social_media,Ciara O'Rourke,12/9/2019,https://www.politifact.com/factchecks/2019/dec/09/viral-image/no-elizabeth-warren-didnt-say-shes-last-woman-colo/
5675,3,Crossroads GPS,"President Obama has ""added $4 billion in debt every day.""",7/13/2012,advertisement,Amy Sherman,8/1/2012,https://www.politifact.com/factchecks/2012/aug/01/crossroads-gps/crossroads-gps-pins-4-billion-day-debt-obama/
5676,5,Rick Scott,"""Florida is now the only state in the nation to tax commercial leases.""",3/7/2017,speech,Allison Graves,3/8/2017,https://www.politifact.com/factchecks/2017/mar/08/rick-scott/florida-only-place-state-nation-tax-commercial-lea/
5677,1,Facebook posts,"News organizations and sponsors ignored the accomplishments of Kim Rhode, a six-time Olympic medalist, because of her support of the Second Amendment.",6/30/2021,social_media,Samantha Putterman,7/9/2021,https://www.politifact.com/factchecks/2021/jul/09/facebook-posts/news-outlets-didnt-ignore-six-time-olympic-medalis/
5678,3,Gwen Moore,"In contrast to how a Black man who was shot by police was treated, Kenosha police officers ""let an armed white supremacist walk right past them after shooting people.""",8/26/2020,social_media,Haley BeMiller,9/1/2020,https://www.politifact.com/factchecks/2020/sep/01/gwen-moore/kenosha-police-did-let-kyle-rittenhouse-go-claim-g/
5679,0,Facebook posts,"Trump re-signed 1952 law ""making Muslamic law illegal""",5/17/2020,social_media,Emily Venezky,5/22/2020,https://www.politifact.com/factchecks/2020/may/22/facebook-posts/post-about-trump-renewing-anti-muslim-law-comes-sa/
5680,3,Barack Obama,"""For the first time in 13 years, our dependence on foreign oil is below 50 percent.""",1/18/2012,campaign,Stephen Koff,1/26/2012,https://www.politifact.com/factchecks/2012/jan/26/barack-obama/barack-obama-campaign-says-us-dependence-foreign-o/
5681,0,Donald Trump,"""Everywhere Marie Yovanovitch went turned bad,"" including Somalia and Ukraine.",11/15/2019,social_media,Amy Sherman,11/15/2019,https://www.politifact.com/factchecks/2019/nov/15/donald-trump/trump-inaccurately-disparages-yovanovitch-somalia-/
5682,0,Bloggers,"""Kim Jong Un dead: North Koreans calling Trump an assassin""",7/6/2017,blog,Miriam Valverde,7/20/2017,https://www.politifact.com/factchecks/2017/jul/20/blog-posting/its-fake-news-american-killed-north-koreas-leader-/
5683,1,Mike Pence,"Joe Biden's cancellation of the Keystone pipeline ""dramatically increased Americans' dependence on Russian oil.""",3/7/2022,advertisement,Tom Kertscher,3/11/2022,https://www.politifact.com/factchecks/2022/mar/11/mike-pence/mike-pences-group-falsely-blames-bidens-nixing-key/
5684,3,Tom Graves,"""More Americans believe the moon landing was fake than believe Obamacare is affordable.""",12/19/2013,social_media,Eric Stirgus,1/3/2014,https://www.politifact.com/factchecks/2014/jan/03/tom-graves/graves-compares-obamacare-affordability-belief-fak/
5685,1,Tweets,"""These mass shootings happen so much that Ted Cruz really got a template ready to tweet whenever they occur.""",5/26/2022,social_media,Samantha Putterman,5/27/2022,https://www.politifact.com/factchecks/2022/may/27/tweets/no-ted-cruz-doesnt-tweet-same-thoughts-and-prayers/
5686,1,National Republican Congressional Committee,"""As the Democrats finally maxed out their government spending credit card Monday, Kurt Schrader continued to stand with his party leaders in failing to offer any viable long-term solution.""",5/18/2011,news,Charles Pope,6/22/2011,https://www.politifact.com/factchecks/2011/jun/22/national-republican-congressional-committee/kurt-schrader-fault-maxing-out-government-credit-c/
5687,3,Rick Santorum,"The poverty rate for families in which a husband and a wife work is 5 percent, but in families headed by one person … ""it's 30 percent today.""",10/11/2011,speech,Molly Moorhead,10/13/2011,https://www.politifact.com/factchecks/2011/oct/13/rick-santorum/rick-santorum/
5688,4,National Republican Senatorial Committee,"Maggie Hassan ""missed nearly every university system board meeting.""",9/8/2016,advertisement,Lola Duffort,9/28/2016,https://www.politifact.com/factchecks/2016/sep/28/national-republican-senatorial-committee/has-maggie-hassan-missed-nearly-every-trustee-meet/
5689,1,Marsha Blackburn,"""Hospitals are closing in rural America because they don't have access to high-speed internet.""",8/8/2018,speech,Jon Greenberg,8/15/2018,https://www.politifact.com/factchecks/2018/aug/15/marsha-blackburn/blackburn-broadband-lack-closed-rural-hospitals-it/
5690,4,Terry McAuliffe,"During his governorship: ""Every single city and county in Virginia, their unemployment dropped, and in most of the rural communities, it dropped more than 50 percent.""",11/28/2018,radio,Warren Fiske,12/4/2018,https://www.politifact.com/factchecks/2018/dec/04/terry-mcauliffe/terry-mcauliffe-mostly-right-about-his-jobs-record/
5691,2,Facebook posts,"""If you were in the military before 2002 you get an additional $1,200 a year, ($100 per month) in Social Security. But you have to ask for it and almost no one knows about it.""",10/31/2021,blog,Monique Curet,12/1/2021,https://www.politifact.com/factchecks/2021/dec/01/facebook-posts/most-military-veterans-get-boost-social-security-n/
5692,3,Vicky Hartzler,"The Export-Import Bank ""doesn’t cost taxpayers anything.""",6/24/2014,news,Lauren Carroll,6/30/2014,https://www.politifact.com/factchecks/2014/jun/30/vicky-hartzler/rep-hartzler-says-export-import-bank-free-taxpayer/
5693,2,Ted Cruz,"Donald Trump has ""described Hillary Clinton as one of the best secretaries of state in history.""",2/28/2016,television,Dylan Baddour,3/8/2016,https://www.politifact.com/factchecks/2016/mar/08/ted-cruz/ted-cruz-donald-trump-hillary-clinton-best-secreta/
5694,3,George Allen,"""Tim Kaine doubled down in his support of devastating defense cuts, saying the ‘the deal was the right thing to do.’""",9/10/2012,blog,Sean Gorman,9/20/2012,https://www.politifact.com/factchecks/2012/sep/20/george-allen/george-allen-says-tim-kaine-has-doubled-down-his-s/
5695,3,Hillary Clinton,"""One-half of undocumented workers pay federal income taxes, which means they are paying more federal income taxes than Donald Trump pays.""",10/26/2016,speech,Lauren Carroll,10/27/2016,https://www.politifact.com/factchecks/2016/oct/27/hillary-clinton/clinton-undocumented-workers-pay-more-trump-federa/
5696,2,Rahm Emanuel,"""And over the last six years, Chicago’s economy has grown faster than the economies of New York City, Washington, D.C., or the national average.""",10/18/2017,speech,Matt Dietrich,10/20/2017,https://www.politifact.com/factchecks/2017/oct/20/rahm-emanuel/emanuel-plays-fast-and-loose-fast-growth-boast/
5697,0,Tony Evers,"""Drug-related offenses make up as much as 75-85 percent of inmate populations"" in Wisconsin",2/18/2019,news,Eric Litke,2/22/2019,https://www.politifact.com/factchecks/2019/feb/22/tony-evers/evers-claims-drug-crimes-prison-inmates/
5698,1,Facebook posts,"Two federal government buses ""stopped in front of a Mexican restaurant in the very small town of Green Cove Springs Florida… The passengers were illegal immigrants, straight from the southern border.""",7/31/2021,social_media,Amy Sherman,8/5/2021,https://www.politifact.com/factchecks/2021/aug/05/facebook-posts/feds-did-not-drop-immigrants-illegally-country-mex/
5699,1,Facebook posts,Says Joe Biden executive orders caused price increases of 50 cents in gas and 10% in food.,3/7/2021,social_media,Tom Kertscher,3/10/2021,https://www.politifact.com/factchecks/2021/mar/10/facebook-posts/no-price-gas-isnt-50-cents-price-food-isnt-10-unde/
5700,2,Glenn Grothman,"""A single parent with a couple kids can easily get $35,000 a year"" in public assistance in Wisconsin.",11/30/2014,news,Tom Kertscher,12/12/2014,https://www.politifact.com/factchecks/2014/dec/12/glenn-grothman/can-single-mother-wisconsin-easily-get-35000-year-/
5701,5,Barack Obama,"John McCain ""has not led on nonproliferation issues when he had the chance in the Senate.""",5/27/2008,campaign,Adriel Bettelheim,6/2/2008,https://www.politifact.com/factchecks/2008/jun/02/barack-obama/present-for-votes-but-not-a-player/
5702,0,Donald Trump,"""Rogue"" Michigan official sent absentee ballots to 7.7 million people ""illegally and without authorization"" ahead of the primaries and general election.",5/20/2020,social_media,Amy Sherman,5/20/2020,https://www.politifact.com/factchecks/2020/may/20/donald-trump/trump-falsely-claims-michigan-sent-ballots-all-vot/
5703,1,Mike Pence,"""In a very real sense, (Oklahoma has) flattened the curve. ... The number of cases in Oklahoma — it's declined precipitously.""",6/15/2020,speech,Louis Jacobson,6/16/2020,https://www.politifact.com/factchecks/2020/jun/16/mike-pence/has-oklahoma-flattened-curve-mike-pence-said/
5704,1,Jon Huntsman,"Says the Simpson-Bowles deficit reduction proposal went from President Barack Obama's desk to ""the garbage can.""",1/8/2012,social_media,Becky Bowers,1/8/2012,https://www.politifact.com/factchecks/2012/jan/08/jon-huntsman/jon-huntsman-says-president-barack-obama-threw-def/
5705,1,Sarah Palin,"""We were promised (the stimulus) would provide 'green jobs' for Americans, but 80% of the $2 billion they spent on alternative energy went to purchase wind turbines built in China!""",2/17/2010,social_media,Catharine Richert,2/23/2010,https://www.politifact.com/factchecks/2010/feb/23/sarah-palin/palin-falsely-claims-most-renewable-energy-stimulu/
5706,0,Tom Barrett,"""Scott Walker has a plan to privatize state lands"" and ""wants to sell our deer to the highest bidder.""",5/31/2012,advertisement,James B. Nelson,6/4/2012,https://www.politifact.com/factchecks/2012/jun/04/tom-barrett/recall-challenger-tom-barrett-says-scott-walker-ha/
5707,0,Bill White,"""In three days last week, (Gov. Rick) Perry flew to five cities at taxpayers’ expense, holding press conferences, delivering $2,325,000 in checks.""",5/19/2010,social_media,W. Gardner Selby,5/23/2010,https://www.politifact.com/factchecks/2010/may/23/bill-white/white-says-taxpayers-paid-perry-fly-texas-deliveri/
5708,1,Mitt Romney,"Repealing the health care law ""would save $95 billion in 2016.""",11/4/2011,news,Angie Drobnic Holan,11/4/2011,https://www.politifact.com/factchecks/2011/nov/04/mitt-romney/mitt-romney-said-repealing-obamacare-would-save-95/
5709,2,Ann Coulter,"""There is a growing body of evidence that radiation in excess of what the government says are the minimum amounts you should be exposed to are actually good for you and reduce cases of cancer.""",3/17/2011,other,Robert Farley,3/22/2011,https://www.politifact.com/factchecks/2011/mar/22/ann-coulter/ann-coulter-says-lexposure-low-levels-radiation-ar/
5710,1,Facebook posts,"""The missiles that were launched at American forces in Iraq from Iran, were funded by Barack Obama, with American tax dollars.""",1/8/2020,social_media,Bill McCarthy,1/10/2020,https://www.politifact.com/factchecks/2020/jan/10/facebook-posts/iranian-missiles-aimed-us-troops-were-not-funded-a/
5711,4,Hillary Clinton,"""We have 33,000 people a year who die from guns.""",10/19/2016,speech,Louis Jacobson,10/19/2016,https://www.politifact.com/factchecks/2016/oct/20/hillary-clinton/hillary-clinton-says-33000-americans-die-each-year/
5712,0,Viral image,"Rep. Alexandria Ocasio-Cortez said, ""I don’t need truckers. I get my food from the grocery store.""",2/5/2022,social_media,Ciara O'Rourke,2/7/2022,https://www.politifact.com/factchecks/2022/feb/07/viral-image/no-isnt-real-aoc-quote-about-truckers/
5713,2,Rick Perry,Says his executive order requiring young girls to be vaccinated against HPV wasn't mandatory.,1/29/2010,speech,Ciara O'Rourke,2/6/2010,https://www.politifact.com/factchecks/2010/feb/06/rick-perry/perry-says-hpv-vaccine-he-mandated-would-have-been/
5714,3,Democratic National Committee,Says Mitt Romney flip-flopped on an assault weapons ban.,11/28/2011,campaign,Louis Jacobson,11/29/2011,https://www.politifact.com/factchecks/2011/nov/29/democratic-national-committee/dnc-ad-accuses-mitt-romney-flip-flopping-assault-w/
5715,0,Facebook posts,"""North Carolina & Virginia State line is closed. Nothing in or out.""",4/6/2020,social_media,Paul Specht,4/8/2020,https://www.politifact.com/factchecks/2020/apr/08/facebook-posts/no-north-carolina-didnt-shut-down-its-borders-prev/
5716,2,Tucker Carlson,"""To children and the vast majority of young and middle-aged adults and the vast majority of teachers, (the coronavirus) poses virtually zero threat.""",7/7/2020,television,Bill McCarthy,7/13/2020,https://www.politifact.com/factchecks/2020/jul/13/tucker-carlson/tucker-carlson-claims-coronavirus-poses-virtually-/
5717,2,Donald Trump,"""The Democrats are pushing for Universal HealthCare while thousands of people are marching in the UK because their U system is going broke and not working.""",2/5/2018,social_media,Mica Soellner,2/8/2018,https://www.politifact.com/factchecks/2018/feb/08/donald-trump/donald-trump-wrongly-suggests-british-dont-love-th/
5718,0,Donald Trump,"""The Failing @nytimes quotes ‘a senior White House official,’ who doesn’t exist, as saying ‘even if the meeting were reinstated, holding it on June 12 would be impossible, given the lack of time and the amount of planning needed.’ WRONG AGAIN! Use real people, not phony sources.""",5/26/2018,social_media,Louis Jacobson,5/29/2018,https://www.politifact.com/factchecks/2018/may/29/donald-trump/donald-trump-said-ny-times-source-didnt-exist-he-d/
5719,1,Facebook posts,"""Utah OFFICIALLY starts RECALL for Mitt Romney.""",2/17/2021,social_media,Ciara O'Rourke,2/23/2021,https://www.politifact.com/factchecks/2021/feb/23/facebook-posts/no-utah-isnt-recalling-romney/
5720,1,Tucker Carlson,"""It now appears there actually was meaningful voter fraud in Fulton County, Georgia, last November. That is not a conspiracy theory. It's true.""",7/14/2021,television,Bill McCarthy,7/20/2021,https://www.politifact.com/factchecks/2021/jul/20/tucker-carlson/tucker-carlson-spins-web-misleading-claims-he-alle/
5721,3,Bernie Sanders,"""There are tens of thousands of homes right here in California where you turn on the faucet but you can't drink the water.""",6/1/2016,news,C. Eugene Emery Jr.,6/14/2016,https://www.politifact.com/factchecks/2016/jun/14/bernie-sanders/lack-reliable-tally-epa-california-hinder-bernie-s/
5722,5,Hillary Clinton,"""The gun epidemic is the leading cause of death of young African-American men, more than the next nine causes put together.""",9/26/2016,speech,Louis Jacobson,9/26/2016,https://www.politifact.com/factchecks/2016/sep/27/hillary-clinton/hillary-clinton-correct-gun-deaths-young-black-mal/
5723,5,Marco Rubio,"""Just this week we received the news that for the first time Social Security is now paying out more in benefits than it's taking in. That was something that was supposed to happen in 2016.""",3/28/2010,news,Catharine Richert,3/28/2010,https://www.politifact.com/factchecks/2010/mar/28/marco-rubio/rubio-claims-social-security-upside-down-sooner-ex/
5724,1,Viral image,"The crew of the U.S.S. Constitution consumed more than 252,000 gallons of alcohol and only 10,000 gallons of water on a seven-month trip.",12/5/2021,social_media,Ciara O'Rourke,12/10/2021,https://www.politifact.com/factchecks/2021/dec/10/viral-image/seaworthy-myth-about-alcohol-aboard-uss-constituti/
5725,4,Karl Rove,"""Rick Perry had planned to retire from the legislature until his best friend, David Weeks, and I talked him into switching parties and running for the GOP nomination for agriculture commissioner.""",3/9/2010,other,W. Gardner Selby,3/19/2010,https://www.politifact.com/factchecks/2010/mar/19/karl-rove/karl-rove-says-he-and-consultant-david-weeks-persu/
5726,0,Viral image,"""President Trump is asking everyone to forward this email… The TRUMP Rules: Congressional Reform Act of 2017.""",9/26/2019,social_media,Ciara O'Rourke,10/25/2019,https://www.politifact.com/factchecks/2019/oct/25/viral-image/no-trump-isnt-asking-you-forward-email-about-trump/
5727,5,David Cicilline,"Annual precipitation ""has increased in Rhode Island by over 12 inches in the last century.""",5/1/2015,speech,C. Eugene Emery Jr.,5/14/2015,https://www.politifact.com/factchecks/2015/may/14/david-cicilline/us-rep-david-cicilline-precipitation-rhode-island-/
5728,2,Robin Vos,"Video shows Joe Biden saying ""we can only re-elect Donald Trump.""",3/7/2020,social_media,Eric Litke,3/9/2020,https://www.politifact.com/factchecks/2020/mar/09/robin-vos/donald-trump-manipulated-video-joe-biden-robin-vos/
5729,4,Democratic National Committee,"""Traditionally, presidential candidates release their tax returns . . . Mitt Romney still won’t.""",12/6/2011,social_media,Matt Clary,12/16/2011,https://www.politifact.com/factchecks/2011/dec/16/democratic-national-committee/dnc-says-presidential-candidates-usually-release-t/
5730,2,Rick Scott,"""We are seeing dramatic rate cuts"" to Medicare that will affect seniors’ ability to keep their doctor, hospital and prevention services.",2/26/2014,campaign,Amy Sherman,3/3/2014,https://www.politifact.com/factchecks/2014/mar/03/rick-scott/rick-scott-says-medicare-rate-cuts-will-affect-sen/
5731,4,Rand Paul,"""In France, they have a (surveillance) program a thousandfold more invasive"" than the United States.",12/6/2015,news,Louis Jacobson,12/8/2015,https://www.politifact.com/factchecks/2015/dec/08/rand-paul/rand-paul-largely-correct-french-electronic-survei/
5732,4,Russ Feingold,"Says U.S. Senate opponent Ron Johnson ""is opposed to all government-assisted student loans.""",6/5/2015,speech,Tom Kertscher,6/19/2015,https://www.politifact.com/factchecks/2015/jun/19/russ-feingold/ron-johnson-against-all-government-assisted-studen/
5733,1,Elizabeth Warren,"""We have an America where … hard-working families have flat wages.""",2/5/2020,television,Louis Jacobson,2/6/2020,https://www.politifact.com/factchecks/2020/feb/06/elizabeth-warren/elizabeth-warren-wrong-wages-are-flat/
5734,5,Patrick Morrisey,"Says Joe Manchin ""refused to commit to Kavanaugh until AFTER the Senate had the votes.""",10/6/2018,social_media,Kristen Mohammadi,11/15/2018,https://www.politifact.com/factchecks/2018/nov/15/patrick-morrisey/how-late-did-joe-manchin-decide-kavanaugh-vote/
5735,5,Barack Obama,"""Hillary Clinton has taken over $800,000 from lobbyists.""",4/17/2008,advertisement,Angie Drobnic Holan,4/17/2008,https://www.politifact.com/factchecks/2008/apr/17/barack-obama/clinton-accepts-lobbyist-money/
5736,3,Donna Brazile,Ninety percent of the people in Arkansas still love Bill Clinton.,6/14/2010,statement,Alex Holt,6/15/2010,https://www.politifact.com/factchecks/2010/jun/15/donna-brazile/brazile-says-clinton-loved-90-percent-arkansans/
5737,1,Donald Trump,"""When I became president, President Obama had a separation policy. I didn’t have it. He had it.""",6/20/2019,news,Miriam Valverde,6/21/2019,https://www.politifact.com/factchecks/2019/jun/21/donald-trump/donald-trump-again-falsely-says-obama-had-family-s/
5738,2,Florida Democratic Party,"Says Mitt Romney belittled middle-class tax cuts ""as nothing more than 'little Band-Aids.' """,12/1/2011,news,Becky Bowers,12/7/2011,https://www.politifact.com/factchecks/2011/dec/07/florida-democratic-party/florida-democrats-say-mitt-romney-called-middle-cl/
5739,0,Bloggers,"""White supremacist who killed protester is a Democrat and visited (President Barack) Obama in Oval Office.""",8/15/2017,blog,Tyler Adkisson,8/21/2017,https://www.politifact.com/factchecks/2017/aug/21/blog-posting/story-obama-supporter-was-behind-wheel-car-charlot/
5740,3,Hillary Clinton,"Undocumented immigrants ""pay $12 billion a year into Social Security.""",8/5/2016,speech,Miriam Valverde,8/10/2016,https://www.politifact.com/factchecks/2016/aug/10/hillary-clinton/undocumented-immigrants-social-security-contributi/
5741,4,Kirsten Gillibrand,"""Immigrants make up a majority of essential workers in places like New York City.""",4/21/2020,social_media,Jaren Holmes,5/7/2020,https://www.politifact.com/factchecks/2020/may/07/kirsten-gillibrand/do-immigrants-make-majority-essential-workers-new-/
5742,5,John Kasich,"""Believe it or not, consumer spending is up over the last eight months.""",7/17/2011,news,Reginald Fields,8/1/2011,https://www.politifact.com/factchecks/2011/aug/01/john-kasich/gov-john-kasich-says-consumer-spending-has-actally/
5743,0,Sarah Palin,"""The truth was revealed there in that report that showed there was no unlawful or unethical activity on my part.""",10/11/2008,news,Robert Farley,10/14/2008,https://www.politifact.com/factchecks/2008/oct/14/sarah-palin/report-finds-palin-violated-ethics-laws/
5744,2,David Cicilline,"""We just fought a Republican budget that ends Medicare as we know it.""",4/22/2011,news,C. Eugene Emery Jr.,5/1/2011,https://www.politifact.com/factchecks/2011/may/01/david-cicilline/cicilline-says-he-fought-republican-budget-ends-me/
5745,4,Bill White,"""Rick Perry accepted more stimulus funds than any other governor except the governors of California and New York.""",6/25/2010,speech,Meghan Ashford-Grooms,7/18/2010,https://www.politifact.com/factchecks/2010/jul/18/bill-white/white-says-perry-accepted-more-stimulus-funds-ever/
5746,5,Chris Christie,"""In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington.""",7/30/2013,news,Caryn Shinske,8/4/2013,https://www.politifact.com/factchecks/2013/aug/04/chris-christie/chris-christie-claims-kentucky-gets-more-twice-bac/
5747,4,Facebook posts,"Police in the United States are allowed to use tear gas even though it ""has been classified as a chemical weapon and banned in international conflict since 1993.""",8/25/2014,social_media,Louis Jacobson,8/26/2014,https://www.politifact.com/factchecks/2014/aug/26/facebook-posts/tear-gas-was-banned-warfare-1993-police-1997/
5748,0,Bloggers,"""Obama Declares November National Muslim Appreciation Month.""",9/27/2013,blog,Becky Bowers,10/3/2013,https://www.politifact.com/factchecks/2013/oct/03/blog-posting/obama-declares-november-national-muslim-appreciati/
5749,1,Facebook posts,"If Joe Biden can’t serve his full term, Kamala Harris ""cannot by constitutional law become president.""",8/2/2020,social_media,Louis Jacobson,8/11/2020,https://www.politifact.com/factchecks/2020/aug/11/facebook-posts/kamala-harris-eligible-be-president/
5750,3,John Cornyn,"Says Royce West stood with Wendy Davis ""to support painful late-term abortions.""",7/22/2019,advertisement,Madlin Mekelburg,8/8/2019,https://www.politifact.com/factchecks/2019/aug/08/john-cornyn/fact-checking-john-cornyns-ad-royce-west-and-abort/
5751,3,Lindsey Graham,"Under sequestration, the military was cut ""down to the smallest Army since 1940, the smallest Navy since 1915.""",10/5/2014,television,Lauren Carroll,10/5/2014,https://www.politifact.com/factchecks/2014/oct/05/lindsey-graham/lindsey-graham-army-smallest-1940-navy-smallest-19/
5752,4,Chris Christie,"""Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jersey’s best teachers, and the most education funding ever.""",5/1/2013,advertisement,Caryn Shinske,5/9/2013,https://www.politifact.com/factchecks/2013/may/09/chris-christie/new-chris-christie-tv-ad-touts-balanced-budgets-jo/
5753,1,Bloggers,"Says Gen. David H. Berger, commandant of the U.S. Marine Corps., refused Nancy Pelosi’s request to use the Marines for inauguration security, telling her ""we don’t work for you.""",1/13/2021,news,Samantha Putterman,1/17/2021,https://www.politifact.com/factchecks/2021/jan/17/blog-posting/no-marine-corps-didnt-rebuff-pelosis-request-inaug/
5754,4,Mitt Romney,"Massachusetts has ""less than 1 percent of our kids that are uninsured. You (Gov. Perry) have a million kids uninsured in Texas.""",10/11/2011,speech,Louis Jacobson,10/12/2011,https://www.politifact.com/factchecks/2011/oct/12/mitt-romney/mitt-romney-raps-number-uninsured-kids-texas-touts/
5755,2,Ron Johnson,"""Before Act 10, the total cost of public sector employees’ employment was 29 percent higher than that in the private sector. After the act, it’s still 22 percent higher.""",6/6/2012,radio,James B. Nelson,7/2/2012,https://www.politifact.com/factchecks/2012/jul/02/ron-johnson/us-sen-ron-johnson-says-public-private-pay-gap-aft/
5756,1,Sarah Palin,"The McCain campaign ""did not elaborate"" on Obama's ties to ACORN.",11/17/2009,other,Robert Farley,11/17/2009,https://www.politifact.com/factchecks/2009/nov/17/sarah-palin/sarah-palin-claims-campaign-did-not-elaborate-obam/
5757,2,George Will,"Says that President Obama said if Congress passed the economic stimulus bill, ""we would have unemployment at 8 percent and no higher. And it went higher.""",7/11/2010,television,Robert Farley,7/13/2010,https://www.politifact.com/factchecks/2010/jul/13/george-will/will-obama-said-stimulus-would-cap-unemployment-8-/
5758,1,Donald Trump,"Says after Hillary Clinton helped a man accused of raping a 12-year-old, ""she's seen laughing on two separate occasions, laughing at the girl who was raped.""",10/9/2016,speech,C. Eugene Emery Jr.,10/10/2016,https://www.politifact.com/factchecks/2016/oct/10/donald-trump/trump-says-clinton-laughed-about-rape-case/
5759,5,Sarah Palin,Says 1 in 7 American families is on food stamps.,7/27/2012,speech,Sue Owen,8/2/2012,https://www.politifact.com/factchecks/2012/aug/02/sarah-palin/sarah-palin-says-1-7-american-families-food-stamps/
5760,2,Donald Trump,"""Joe Biden and Kamala Harris’ government-run health care plan… could lead to hospitals being closed, put Medicare coverage at risk, and give benefits to illegal immigrants.""",10/28/2020,advertisement,Amy Sherman,11/1/2020,https://www.politifact.com/factchecks/2020/nov/01/donald-trump/trumps-misleading-attack-bidens-health-care-plan/
5761,2,Donald Trump,"Video shows Joe Biden saying ""we can only re-elect Donald Trump.""",3/7/2020,social_media,Amy Sherman,3/9/2020,https://www.politifact.com/factchecks/2020/mar/09/donald-trump/video-shared-trump-omits-full-context-bidens-comme/
5762,0,Facebook posts,"Quotes Queen Elizabeth II as saying that Trump is ""an amazing person"" with a ""good heart"" who could have been her son in another life.",6/7/2019,social_media,Samantha Putterman,6/19/2019,https://www.politifact.com/factchecks/2019/jun/19/facebook-posts/no-queen-elizabeth-ii-did-not-call-trump-amazing-p/
5763,1,David Axelrod,"""Tonight in Ohio, more people came out to vote for Barack Obama in an unopposed race than voted for (Mitt) Romney and (Rick) Santorum combined.""",3/6/2012,news,Louis Jacobson,3/7/2012,https://www.politifact.com/factchecks/2012/mar/07/david-axelrod/david-axelrod-says-barack-obama-won-more-ohio-vote/
5764,5,Rand Paul,"Says John Bolton supported the Iraq War and said last year that ""I still think the decision to overthrow Saddam was correct.""",11/15/2016,news,Louis Jacobson,11/17/2016,https://www.politifact.com/factchecks/2016/nov/17/rand-paul/rand-paul-says-john-bolton-still-thinks-iraq-war-w/
5765,1,Facebook posts,"Says President Trump’s Oct. 31 rally in Butler, Pa., drew over 57,000 people.",11/1/2020,social_media,Samantha Putterman,11/2/2020,https://www.politifact.com/factchecks/2020/nov/02/facebook-posts/trumps-butler-pa-rally-drew-thousands-supporters-t/
5766,2,Paul Ryan,"Says the Obama administration ""watered down sanctions"" against Iran, delayed them and tried to stop Congress ""from putting the tough sanctions in place.""",10/11/2012,speech,Becky Bowers,10/15/2012,https://www.politifact.com/factchecks/2012/oct/15/paul-ryan/paul-ryan-says-obama-administration-watered-down-s/
5767,4,Club for Growth,Says Donald Trump supports the Wall Street bailout.,9/15/2015,advertisement,Amy Sherman,9/15/2015,https://www.politifact.com/factchecks/2015/sep/15/club-growth/did-donald-trump-support-wall-street-bailout-club-/
5768,1,Viral image,The White House was dark for 10 nights in a row.,1/30/2021,social_media,Ciara O'Rourke,2/3/2021,https://www.politifact.com/factchecks/2021/feb/03/viral-image/no-photo-doesnt-show-white-house-dark-after-biden-/
5769,4,Viral image,Says Sen. Cory Booker wants to require a federal license for gun owners but criticizes voter ID laws as discriminatory.,8/2/2019,social_media,Madison Czopek,3/30/2021,https://www.politifact.com/factchecks/2021/mar/30/viral-image/yes-sen-cory-booker-proposed-federal-gun-licenses-/
5770,4,West Virginia Republican Party,"""Thanks to President Trump and Republican leadership, the number of people collecting food stamps has declined by more than two million.""",8/1/2018,social_media,Patrick Orsagos,8/23/2018,https://www.politifact.com/factchecks/2018/aug/23/west-virginia-republican-party/west-virginia-gop-largely-accurate-about-food-stam/
